Date,Transaction Description,Category,Amount,Type
2024-09-22,Google Drive,Cloud,260,Debit
2024-08-16,Zomato,Food,1565,Debit
2024-08-09,Zomato,Food,1481,Debit
2023-01-01,Salary,Income,42000,Credit
2024-07-20,Zomato,Food,2074,Debit
2023-04-24,Amazon,Shopping,1128,Debit
2023-10-06,Flipkart,Shopping,1362,Debit
2024-12-14,Ola,Transport,916,Debit
2024-06-18,Swiggy,Food,567,Debit
2023-10-08,Swiggy,Food,1193,Debit
2024-03-14,Zomato,Food,290,Debit
2024-07-09,Zomato,Food,1235,Debit
2024-07-07,Amazon,Shopping,1712,Debit
2023-11-06,Uber,Transport,914,Debit
2024-08-09,Swiggy,Food,1203,Debit
2024-12-06,Flipkart,Shopping,1095,Debit
2024-04-12,Amazon,Shopping,1670,Debit
2024-08-12,Uber,Transport,1307,Debit
2024-09-13,Amazon,Shopping,526,Debit
2024-08-11,Uber,Transport,1440,Debit
2023-04-28,Uber,Transport,2066,Debit
2023-12-12,Zomato,Food,360,Debit
2024-11-23,Uber,Transport,1251,Debit
2024-03-03,Amazon,Shopping,606,Debit
2024-06-24,Flipkart,Shopping,536,Debit
2023-01-13,Starbucks,Food,1998,Debit
2024-03-30,Amazon,Shopping,577,Debit
2023-05-21,Uber,Transport,1543,Debit
2023-09-08,Uber,Transport,2168,Debit
2023-08-04,Swiggy,Food,611,Debit
2023-09-01,Uber,Transport,2153,Debit
2024-05-24,Flipkart,Shopping,1003,Debit
2023-02-02,Swiggy,Food,1338,Debit
2024-04-18,Starbucks,Food,509,Debit
2024-10-07,Flipkart,Shopping,2039,Debit
2024-12-21,Internet Bill,Utilities,1340,Debit
2023-01-12,Swiggy,Food,2140,Debit
2024-07-11,Flipkart,Shopping,1132,Debit
2023-07-30,Gym Membership,Fitness,1800,Debit
2023-05-16,Ola,Transport,312,Debit
2024-12-22,Flipkart,Shopping,1374,Debit
2024-12-15,Starbucks,Food,1591,Debit
2024-05-25,Swiggy,Food,1888,Debit
2023-05-25,Uber,Transport,1804,Debit
2024-04-14,Amazon,Shopping,1471,Debit
2024-12-04,Swiggy,Food,910,Debit
2024-06-23,Zomato,Food,1743,Debit
2024-08-23,Ola,Transport,1723,Debit
2023-07-04,Zomato,Food,1161,Debit
2024-08-27,Zomato,Food,414,Debit
2024-08-17,Swiggy,Food,837,Debit
2023-01-31,Personal Loan EMI,EMI,8700,Debit
2024-06-19,Ola,Transport,378,Debit
2024-01-06,Zomato,Food,1945,Debit
2024-04-05,Zomato,Food,1650,Debit
2024-09-11,Flipkart,Shopping,1268,Debit
2023-06-02,Amazon,Shopping,1142,Debit
2024-05-01,Flipkart,Shopping,1616,Debit
2023-08-24,Uber,Transport,1021,Debit
2023-05-20,Flipkart,Shopping,1199,Debit
2023-06-03,Zomato,Food,2047,Debit
2023-10-01,Flipkart,Shopping,1106,Debit
2024-12-21,Netflix,Entertainment,649,Debit
2024-04-24,Zomato,Food,1478,Debit
2024-01-18,Uber,Transport,2162,Debit
2023-06-29,Uber,Transport,697,Debit
2023-11-27,Mobile Recharge,Utilities,935,Debit
2023-05-23,Zomato,Food,1274,Debit
2024-04-14,Swiggy,Food,1773,Debit
2024-03-25,Starbucks,Food,1971,Debit
2023-02-07,Amazon,Shopping,720,Debit
2024-02-06,Starbucks,Food,1049,Debit
2023-01-31,Netflix,Entertainment,649,Debit
2024-10-22,Starbucks,Food,799,Debit
2024-12-31,Amazon,Shopping,1730,Debit
2024-12-10,Starbucks,Food,1905,Debit
2023-08-11,Amazon,Shopping,968,Debit
2024-01-26,Ola,Transport,779,Debit
2024-12-20,Amazon,Shopping,955,Debit
2024-09-10,Starbucks,Food,1037,Debit
2023-11-22,Swiggy,Food,428,Debit
2024-11-08,Uber,Transport,787,Debit
2024-11-10,Starbucks,Food,636,Debit
2024-09-18,Amazon,Shopping,2082,Debit
2024-10-24,Ola,Transport,408,Debit
2024-05-27,Uber,Transport,747,Debit
2023-12-08,Swiggy,Food,328,Debit
2024-12-04,Amazon,Shopping,1381,Debit
2023-03-22,Starbucks,Food,1522,Debit
2024-12-21,Mobile Recharge,Utilities,717,Debit
2023-11-29,Flipkart,Shopping,640,Debit
2023-04-22,Starbucks,Food,317,Debit
2023-02-10,Uber,Transport,1638,Debit
2023-02-24,Uber,Transport,2095,Debit
2023-07-14,Amazon,Shopping,516,Debit
2024-01-16,Zomato,Food,2094,Debit
2024-02-27,Swiggy,Food,332,Debit
2024-02-02,Zomato,Food,346,Debit
2023-10-29,Amazon,Shopping,801,Debit
2023-12-09,Amazon,Shopping,490,Debit
2023-12-23,Starbucks,Food,1315,Debit
2024-05-20,Swiggy,Food,1106,Debit
2023-10-28,Credit Card EMI,EMI,5200,Debit
2024-02-28,Swiggy,Food,1586,Debit
2023-06-01,Uber,Transport,1180,Debit
2024-05-07,Flipkart,Shopping,836,Debit
2024-02-14,Ola,Transport,434,Debit
2024-05-19,Swiggy,Food,1872,Debit
2023-08-05,Flipkart,Shopping,427,Debit
2023-08-02,Uber,Transport,832,Debit
2023-03-17,Swiggy,Food,1570,Debit
2023-12-21,Swiggy,Food,1936,Debit
2023-04-25,Starbucks,Food,525,Debit
2024-01-07,Uber,Transport,569,Debit
2023-08-20,Starbucks,Food,1528,Debit
2024-08-23,Online Course,Education,2499,Debit
2023-08-18,Amazon,Shopping,2105,Debit
2023-07-21,Starbucks,Food,521,Debit
2024-12-01,Flipkart,Shopping,1931,Debit
2024-08-02,Uber,Transport,751,Debit
2023-01-09,Zomato,Food,1639,Debit
2024-10-19,Flipkart,Shopping,1428,Debit
2023-02-09,Flipkart,Shopping,605,Debit
2023-07-13,Amazon,Shopping,1639,Debit
2023-04-01,Swiggy,Food,884,Debit
2024-12-24,Ola,Transport,483,Debit
2024-09-28,Zomato,Food,1281,Debit
2024-06-25,Starbucks,Food,1863,Debit
2024-05-07,Starbucks,Food,1551,Debit
2023-11-13,Swiggy,Food,899,Debit
2023-03-29,Flipkart,Shopping,1435,Debit
2023-12-27,Personal Loan EMI,EMI,8700,Debit
2023-04-01,Credit Card EMI,EMI,5200,Debit
2024-12-19,Zomato,Food,840,Debit
2023-06-30,Zomato,Food,455,Debit
2023-08-29,Gym Membership,Fitness,1800,Debit
2024-11-21,Electricity Bill,Utilities,3455,Debit
2024-05-19,Uber,Transport,1433,Debit
2023-10-23,Swiggy,Food,349,Debit
2023-01-04,Ola,Transport,508,Debit
2024-01-08,Flipkart,Shopping,1158,Debit
2024-11-21,Google Drive,Cloud,260,Debit
2023-08-12,Zomato,Food,1255,Debit
2023-02-02,Flipkart,Shopping,281,Debit
2023-07-31,Flipkart,Shopping,2013,Debit
2023-02-01,Amazon,Shopping,1423,Debit
2023-03-11,Starbucks,Food,483,Debit
2023-01-23,Zomato,Food,252,Debit
2023-07-23,Amazon,Shopping,1679,Debit
2024-08-20,Starbucks,Food,1078,Debit
2023-03-17,Flipkart,Shopping,774,Debit
2024-08-07,Uber,Transport,1107,Debit
2023-06-27,Amazon,Shopping,1919,Debit
2023-03-05,Zomato,Food,603,Debit
2023-04-06,Starbucks,Food,1274,Debit
2024-01-26,Electricity Bill,Utilities,3287,Debit
2024-08-13,Ola,Transport,964,Debit
2024-11-27,Uber,Transport,1770,Debit
2023-03-09,Swiggy,Food,895,Debit
2024-04-25,Amazon Prime,Shopping,299,Debit
2024-12-04,Zomato,Food,674,Debit
2023-01-14,Uber,Transport,1724,Debit
2024-07-03,Amazon,Shopping,2153,Debit
2023-03-10,Starbucks,Food,2093,Debit
2024-05-08,Amazon,Shopping,1570,Debit
2024-04-18,Amazon,Shopping,1228,Debit
2024-05-20,Swiggy,Food,342,Debit
2024-09-22,Apple Music,Music,199,Debit
2024-09-26,Flipkart,Shopping,1534,Debit
2024-07-13,Swiggy,Food,1233,Debit
2023-09-28,Zomato,Food,774,Debit
2024-02-22,Flipkart,Shopping,2199,Debit
2024-01-07,Flipkart,Shopping,1207,Debit
2024-08-22,Flipkart,Shopping,1737,Debit
2024-01-10,Starbucks,Food,393,Debit
2023-03-24,Amazon,Shopping,499,Debit
2023-02-22,Ola,Transport,804,Debit
2024-04-30,Flipkart,Shopping,1833,Debit
2024-05-17,Zomato,Food,1438,Debit
2024-08-10,Uber,Transport,605,Debit
2024-12-06,Swiggy,Food,512,Debit
2023-05-20,Swiggy,Food,568,Debit
2024-05-24,Ola,Transport,1160,Debit
2024-09-17,Starbucks,Food,1931,Debit
2024-03-14,Flipkart,Shopping,1824,Debit
2023-11-04,Flipkart,Shopping,655,Debit
2024-07-13,Flipkart,Shopping,2173,Debit
2024-07-29,Starbucks,Food,2103,Debit
2023-07-25,Ola,Transport,309,Debit
2024-01-28,Starbucks,Food,356,Debit
2023-08-11,Amazon,Shopping,1236,Debit
2024-01-09,Amazon,Shopping,1577,Debit
2024-12-02,Swiggy,Food,1148,Debit
2023-05-05,Swiggy,Food,280,Debit
2024-05-25,Internet Bill,Utilities,1142,Debit
2024-04-04,Amazon,Shopping,599,Debit
2024-03-26,Amazon Prime,Shopping,299,Debit
2024-01-10,Ola,Transport,545,Debit
2023-10-19,Amazon,Shopping,490,Debit
2024-04-26,Starbucks,Food,2194,Debit
2024-05-03,Flipkart,Shopping,930,Debit
2023-06-23,Flipkart,Shopping,780,Debit
2024-08-14,Ola,Transport,1822,Debit
2024-04-04,Starbucks,Food,1383,Debit
2023-03-08,Flipkart,Shopping,398,Debit
2023-03-04,Zomato,Food,2105,Debit
2024-07-24,Credit Card EMI,EMI,5200,Debit
2024-11-02,Swiggy,Food,1677,Debit
2024-10-22,Amazon Prime,Shopping,299,Debit
2023-01-13,Amazon,Shopping,1828,Debit
2023-08-05,Swiggy,Food,1031,Debit
2024-03-03,Flipkart,Shopping,1653,Debit
2023-06-13,Swiggy,Food,2199,Debit
2024-11-21,Hotstar,Entertainment,399,Debit
2024-03-13,Swiggy,Food,832,Debit
2023-05-11,Flipkart,Shopping,1055,Debit
2023-10-28,Amazon,Shopping,1222,Debit
2023-08-29,Internet Bill,Utilities,1449,Debit
2024-04-04,Zomato,Food,1893,Debit
2023-03-07,Flipkart,Shopping,714,Debit
2024-03-22,Starbucks,Food,1856,Debit
2024-08-11,Uber,Transport,565,Debit
2024-03-23,Amazon,Shopping,2081,Debit
2024-12-04,Amazon,Shopping,1365,Debit
2024-04-08,Uber,Transport,1770,Debit
2023-12-29,Uber,Transport,1436,Debit
2023-01-01,Google Drive,Cloud,260,Debit
2024-02-29,Swiggy,Food,445,Debit
2023-12-13,Ola,Transport,1370,Debit
2024-05-12,Ola,Transport,1600,Debit
2023-08-07,Ola,Transport,1249,Debit
2024-05-18,Starbucks,Food,1051,Debit
2024-03-26,Online Course,Education,2499,Debit
2024-12-07,Swiggy,Food,1785,Debit
2023-06-21,Uber,Transport,296,Debit
2023-01-29,Starbucks,Food,513,Debit
2024-10-24,Uber,Transport,1759,Debit
2024-03-29,Swiggy,Food,2010,Debit
2024-05-14,Starbucks,Food,505,Debit
2023-01-28,Ola,Transport,1058,Debit
2023-12-27,Mobile Recharge,Utilities,964,Debit
2024-03-26,Spotify,Music,199,Debit
2024-06-25,Flipkart,Shopping,1761,Debit
2023-11-28,Starbucks,Food,1233,Debit
2023-05-19,Starbucks,Food,909,Debit
2024-10-20,Starbucks,Food,1484,Debit
2023-06-14,Uber,Transport,257,Debit
2023-09-07,Amazon,Shopping,325,Debit
2023-04-01,Spotify,Music,199,Debit
2024-06-01,Amazon,Shopping,962,Debit
2023-01-01,Amazon Prime,Shopping,299,Debit
2024-09-29,Starbucks,Food,764,Debit
2023-04-21,Starbucks,Food,1669,Debit
2024-04-20,Zomato,Food,615,Debit
2023-01-13,Amazon,Shopping,721,Debit
2023-10-24,Uber,Transport,2092,Debit
2024-12-31,Starbucks,Food,2049,Debit
2023-02-08,Starbucks,Food,1595,Debit
2024-02-09,Uber,Transport,1440,Debit
2023-02-11,Zomato,Food,1366,Debit
2024-03-20,Starbucks,Food,1349,Debit
2024-08-24,Uber,Transport,1661,Debit
2024-10-12,Ola,Transport,2180,Debit
2023-04-25,Zomato,Food,1843,Debit
2024-05-15,Flipkart,Shopping,1715,Debit
2024-05-25,Apple Music,Music,199,Debit
2024-03-27,Starbucks,Food,1980,Debit
2023-01-31,Amazon,Shopping,1422,Debit
2024-12-09,Amazon,Shopping,1691,Debit
2024-12-21,Google Drive,Cloud,260,Debit
2024-11-25,Ola,Transport,1709,Debit
2023-06-19,Ola,Transport,907,Debit
2024-01-26,Credit Card EMI,EMI,5200,Debit
2023-07-25,Flipkart,Shopping,873,Debit
2023-10-25,Uber,Transport,1297,Debit
2023-03-12,Starbucks,Food,1047,Debit
2023-11-07,Amazon,Shopping,1310,Debit
2024-08-06,Uber,Transport,1800,Debit
2023-09-17,Swiggy,Food,2197,Debit
2024-08-07,Flipkart,Shopping,916,Debit
2024-03-21,Amazon,Shopping,1216,Debit
2024-03-16,Ola,Transport,1600,Debit
2024-02-13,Starbucks,Food,1225,Debit
2023-02-13,Starbucks,Food,1907,Debit
2024-12-21,Amazon Prime,Shopping,299,Debit
2023-07-10,Zomato,Food,1532,Debit
2024-04-01,Uber,Transport,690,Debit
2023-07-21,Ola,Transport,1237,Debit
2024-03-19,Amazon,Shopping,688,Debit
2023-08-26,Swiggy,Food,1218,Debit
2024-10-05,Uber,Transport,965,Debit
2023-04-18,Zomato,Food,1486,Debit
2023-03-23,Zomato,Food,1155,Debit
2023-01-22,Zomato,Food,1086,Debit
2023-12-01,Swiggy,Food,1563,Debit
2023-11-12,Uber,Transport,623,Debit
2023-03-28,Uber,Transport,515,Debit
2023-03-15,Amazon,Shopping,751,Debit
2024-05-25,Online Course,Education,2499,Debit
2024-09-23,Uber,Transport,315,Debit
2023-01-10,Starbucks,Food,693,Debit
2023-05-01,Mobile Recharge,Utilities,984,Debit
2023-02-20,Ola,Transport,398,Debit
2024-08-19,Uber,Transport,1886,Debit
2023-06-16,Flipkart,Shopping,1945,Debit
2024-10-18,Amazon,Shopping,1144,Debit
2024-11-18,Zomato,Food,1393,Debit
2024-04-17,Amazon,Shopping,1087,Debit
2024-09-27,Ola,Transport,687,Debit
2023-05-15,Swiggy,Food,1046,Debit
2023-03-20,Starbucks,Food,1905,Debit
2024-01-28,Amazon,Shopping,1392,Debit
2023-08-29,Google Drive,Cloud,260,Debit
2023-12-26,Zomato,Food,957,Debit
2023-02-26,Flipkart,Shopping,442,Debit
2023-03-23,Flipkart,Shopping,284,Debit
2024-07-01,Ola,Transport,1025,Debit
2024-12-20,Amazon,Shopping,487,Debit
2024-01-16,Swiggy,Food,1270,Debit
2023-12-09,Flipkart,Shopping,1973,Debit
2024-02-28,Zomato,Food,1945,Debit
2023-04-01,Online Course,Education,2499,Debit
2023-07-02,Zomato,Food,429,Debit
2023-12-30,Flipkart,Shopping,1634,Debit
2023-03-02,Hotstar,Entertainment,399,Debit
2023-12-06,Zomato,Food,1727,Debit
2024-01-22,Amazon,Shopping,1591,Debit
2024-07-18,Swiggy,Food,685,Debit
2024-02-13,Swiggy,Food,1790,Debit
2024-01-15,Zomato,Food,1328,Debit
2023-07-17,Zomato,Food,1483,Debit
2024-01-12,Amazon,Shopping,754,Debit
2024-01-16,Ola,Transport,624,Debit
2023-12-23,Zomato,Food,611,Debit
2023-05-16,Flipkart,Shopping,602,Debit
2024-11-13,Starbucks,Food,870,Debit
2023-12-01,Uber,Transport,1451,Debit
2024-05-25,Hotstar,Entertainment,399,Debit
2023-07-27,Ola,Transport,1423,Debit
2023-05-06,Amazon,Shopping,664,Debit
2024-09-17,Zomato,Food,670,Debit
2023-05-09,Uber,Transport,1921,Debit
2024-04-06,Zomato,Food,1186,Debit
2023-03-25,Amazon,Shopping,1876,Debit
2024-03-01,Swiggy,Food,397,Debit
2023-01-25,Flipkart,Shopping,1532,Debit
2024-01-25,Swiggy,Food,2193,Debit
2023-08-18,Amazon,Shopping,1388,Debit
2023-04-26,Starbucks,Food,1465,Debit
2024-08-10,Starbucks,Food,290,Debit
2024-11-12,Zomato,Food,1351,Debit
2024-06-30,Starbucks,Food,2004,Debit
2023-03-27,Starbucks,Food,1179,Debit
2023-06-14,Zomato,Food,1013,Debit
2023-01-07,Zomato,Food,2142,Debit
2024-06-08,Zomato,Food,459,Debit
2024-03-09,Flipkart,Shopping,963,Debit
2023-10-23,Starbucks,Food,327,Debit
2023-05-28,Flipkart,Shopping,264,Debit
2023-12-04,Zomato,Food,1097,Debit
2023-09-17,Starbucks,Food,2061,Debit
2024-09-17,Amazon,Shopping,533,Debit
2023-08-13,Amazon,Shopping,1638,Debit
2023-05-24,Starbucks,Food,1833,Debit
2024-03-19,Ola,Transport,512,Debit
2023-03-08,Starbucks,Food,1821,Debit
2024-10-03,Ola,Transport,1487,Debit
2023-10-19,Zomato,Food,1885,Debit
2024-09-07,Uber,Transport,1051,Debit
2024-04-28,Zomato,Food,1671,Debit
2024-09-06,Uber,Transport,500,Debit
2023-04-11,Swiggy,Food,1840,Debit
2024-04-15,Amazon,Shopping,2060,Debit
2023-09-04,Ola,Transport,2076,Debit
2023-12-27,Swiggy,Food,257,Debit
2024-11-20,Flipkart,Shopping,871,Debit
2023-06-21,Zomato,Food,597,Debit
2023-05-01,Amazon,Shopping,717,Debit
2023-12-16,Ola,Transport,1429,Debit
2024-02-20,Uber,Transport,1732,Debit
2023-10-16,Starbucks,Food,384,Debit
2024-03-26,Ola,Transport,1728,Debit
2024-12-08,Ola,Transport,1493,Debit
2023-12-18,Flipkart,Shopping,551,Debit
2024-01-03,Starbucks,Food,1073,Debit
2024-08-13,Starbucks,Food,1397,Debit
2024-09-11,Starbucks,Food,614,Debit
2023-01-02,Starbucks,Food,1514,Debit
2024-07-11,Starbucks,Food,354,Debit
2024-11-27,Uber,Transport,1543,Debit
2024-02-23,Ola,Transport,858,Debit
2023-12-30,Uber,Transport,955,Debit
2023-06-02,Swiggy,Food,1743,Debit
2024-05-01,Zomato,Food,842,Debit
2023-12-24,Amazon,Shopping,1286,Debit
2023-11-10,Flipkart,Shopping,1499,Debit
2024-11-25,Flipkart,Shopping,939,Debit
2024-09-06,Flipkart,Shopping,530,Debit
2024-04-27,Ola,Transport,471,Debit
2023-04-30,Amazon,Shopping,1322,Debit
2024-05-29,Zomato,Food,887,Debit
2024-04-09,Zomato,Food,2049,Debit
2023-06-15,Starbucks,Food,2129,Debit
2023-12-22,Zomato,Food,1918,Debit
2024-04-01,Swiggy,Food,286,Debit
2023-05-31,Salary,Income,42000,Credit
2024-05-25,Google Drive,Cloud,260,Debit
2024-07-21,Flipkart,Shopping,1826,Debit
2023-07-28,Ola,Transport,299,Debit
2024-02-29,Ola,Transport,626,Debit
2023-09-28,Amazon Prime,Shopping,299,Debit
2023-02-02,Uber,Transport,597,Debit
2024-08-23,Zomato,Food,1113,Debit
2023-02-24,Amazon,Shopping,1299,Debit
2023-08-26,Flipkart,Shopping,564,Debit
2024-02-25,Salary,Income,42000,Credit
2023-05-10,Starbucks,Food,365,Debit
2023-09-08,Uber,Transport,409,Debit
2024-02-14,Swiggy,Food,1897,Debit
2024-08-16,Uber,Transport,1473,Debit
2023-03-17,Ola,Transport,2178,Debit
2023-09-07,Flipkart,Shopping,971,Debit
2024-10-22,Uber,Transport,594,Debit
2024-03-27,Ola,Transport,1812,Debit
2024-01-21,Zomato,Food,1296,Debit
2023-07-26,Ola,Transport,996,Debit
2023-05-01,Personal Loan EMI,EMI,8700,Debit
2023-03-02,Personal Loan EMI,EMI,8700,Debit
2023-01-30,Ola,Transport,1991,Debit
2024-04-07,Uber,Transport,1701,Debit
2024-10-16,Amazon,Shopping,1340,Debit
2024-11-02,Starbucks,Food,749,Debit
2024-03-17,Zomato,Food,2105,Debit
2024-07-10,Zomato,Food,2010,Debit
2023-11-02,Swiggy,Food,563,Debit
2023-01-01,Electricity Bill,Utilities,3027,Debit
2024-06-14,Swiggy,Food,470,Debit
2024-02-23,Ola,Transport,2042,Debit
2023-12-20,Swiggy,Food,951,Debit
2024-07-22,Ola,Transport,2147,Debit
2023-10-11,Starbucks,Food,485,Debit
2024-09-25,Starbucks,Food,1994,Debit
2023-09-23,Zomato,Food,1769,Debit
2023-12-08,Zomato,Food,1975,Debit
2023-10-04,Ola,Transport,1168,Debit
2023-08-27,Amazon,Shopping,1708,Debit
2024-08-29,Zomato,Food,1211,Debit
2023-07-05,Flipkart,Shopping,346,Debit
2023-08-15,Swiggy,Food,758,Debit
2024-10-13,Zomato,Food,261,Debit
2024-12-16,Amazon,Shopping,877,Debit
2023-04-09,Starbucks,Food,1734,Debit
2023-09-28,Online Course,Education,2499,Debit
2023-06-12,Swiggy,Food,772,Debit
2023-12-27,Hotstar,Entertainment,399,Debit
2024-10-26,Ola,Transport,1505,Debit
2024-10-31,Uber,Transport,1699,Debit
2024-01-14,Zomato,Food,253,Debit
2024-12-17,Ola,Transport,1080,Debit
2023-01-04,Uber,Transport,1225,Debit
2024-07-07,Zomato,Food,1530,Debit
2024-03-02,Flipkart,Shopping,272,Debit
2023-10-15,Flipkart,Shopping,2046,Debit
2023-06-30,Salary,Income,42000,Credit
2024-11-20,Starbucks,Food,1391,Debit
2024-09-24,Ola,Transport,576,Debit
2023-09-14,Flipkart,Shopping,331,Debit
2024-05-09,Ola,Transport,865,Debit
2024-01-03,Zomato,Food,1211,Debit
2023-12-28,Uber,Transport,1321,Debit
2024-07-09,Zomato,Food,1118,Debit
2023-08-19,Starbucks,Food,649,Debit
2024-06-04,Amazon,Shopping,1311,Debit
2024-09-09,Zomato,Food,1927,Debit
2023-10-28,Flipkart,Shopping,1637,Debit
2024-08-29,Amazon,Shopping,2197,Debit
2024-07-29,Ola,Transport,252,Debit
2024-04-23,Ola,Transport,1669,Debit
2024-01-14,Zomato,Food,374,Debit
2023-07-30,Google Drive,Cloud,260,Debit
2024-08-15,Swiggy,Food,2047,Debit
2024-12-05,Zomato,Food,1886,Debit
2024-11-26,Zomato,Food,440,Debit
2023-01-20,Zomato,Food,957,Debit
2023-11-13,Amazon,Shopping,638,Debit
2023-07-22,Starbucks,Food,1629,Debit
2023-08-29,Apple Music,Music,199,Debit
2023-06-11,Uber,Transport,867,Debit
2024-01-30,Ola,Transport,469,Debit
2024-03-10,Starbucks,Food,500,Debit
2024-10-19,Amazon,Shopping,1634,Debit
2024-05-07,Zomato,Food,528,Debit
2023-02-12,Ola,Transport,1501,Debit
2023-06-23,Zomato,Food,895,Debit
2024-12-03,Flipkart,Shopping,1700,Debit
2024-12-21,Credit Card EMI,EMI,5200,Debit
2024-12-28,Ola,Transport,589,Debit
2024-04-03,Flipkart,Shopping,1714,Debit
2024-10-02,Amazon,Shopping,676,Debit
2024-01-06,Ola,Transport,1347,Debit
2024-11-27,Zomato,Food,1380,Debit
2024-05-05,Starbucks,Food,1487,Debit
2024-09-03,Amazon,Shopping,288,Debit
2023-09-11,Ola,Transport,989,Debit
2023-01-06,Flipkart,Shopping,2177,Debit
2024-09-10,Uber,Transport,1962,Debit
2024-10-26,Starbucks,Food,656,Debit
2024-02-25,Google Drive,Cloud,260,Debit
2023-08-04,Starbucks,Food,2122,Debit
2023-11-17,Uber,Transport,832,Debit
2024-04-06,Uber,Transport,1230,Debit
2023-05-09,Ola,Transport,1953,Debit
2024-01-29,Ola,Transport,803,Debit
2024-02-18,Swiggy,Food,1537,Debit
2024-10-22,Spotify,Music,199,Debit
2024-05-24,Zomato,Food,1574,Debit
2024-12-06,Amazon,Shopping,491,Debit
2024-06-29,Ola,Transport,1720,Debit
2024-08-28,Uber,Transport,1216,Debit
2023-01-09,Swiggy,Food,2006,Debit
2023-11-02,Uber,Transport,1473,Debit
2024-07-01,Ola,Transport,924,Debit
2023-05-10,Uber,Transport,316,Debit
2023-07-14,Flipkart,Shopping,1828,Debit
2023-03-01,Zomato,Food,256,Debit
2023-08-08,Flipkart,Shopping,2151,Debit
2024-02-26,Uber,Transport,2019,Debit
2024-03-22,Uber,Transport,379,Debit
2024-10-16,Ola,Transport,1485,Debit
2023-07-05,Amazon,Shopping,618,Debit
2023-12-03,Starbucks,Food,280,Debit
2024-04-25,Gym Membership,Fitness,1800,Debit
2024-01-26,Uber,Transport,2033,Debit
2024-01-26,Apple Music,Music,199,Debit
2023-02-01,Ola,Transport,2119,Debit
2024-08-14,Uber,Transport,1092,Debit
2024-04-11,Starbucks,Food,990,Debit
2023-04-01,Apple Music,Music,199,Debit
2024-01-26,Gym Membership,Fitness,1800,Debit
2024-05-06,Uber,Transport,499,Debit
2024-05-12,Ola,Transport,327,Debit
2023-10-01,Uber,Transport,2144,Debit
2023-09-18,Uber,Transport,435,Debit
2024-06-18,Flipkart,Shopping,1600,Debit
2024-01-25,Zomato,Food,1190,Debit
2023-04-07,Starbucks,Food,1482,Debit
2023-06-30,Google Drive,Cloud,260,Debit
2023-01-31,Zomato,Food,810,Debit
2024-10-19,Swiggy,Food,1262,Debit
2024-12-29,Amazon,Shopping,1185,Debit
2023-01-31,Mobile Recharge,Utilities,905,Debit
2023-07-10,Amazon,Shopping,1976,Debit
2024-12-12,Ola,Transport,648,Debit
2023-12-05,Amazon,Shopping,1657,Debit
2023-10-06,Uber,Transport,1966,Debit
2023-07-26,Zomato,Food,1523,Debit
2024-03-13,Ola,Transport,1816,Debit
2024-10-21,Zomato,Food,1309,Debit
2024-03-25,Amazon,Shopping,439,Debit
2023-01-27,Swiggy,Food,1103,Debit
2023-10-09,Zomato,Food,1385,Debit
2024-07-17,Uber,Transport,1335,Debit
2023-08-17,Amazon,Shopping,315,Debit
2024-11-21,Mobile Recharge,Utilities,789,Debit
2024-09-22,Salary,Income,42000,Credit
2023-05-23,Ola,Transport,1206,Debit
2024-07-23,Uber,Transport,1601,Debit
2023-06-20,Zomato,Food,1974,Debit
2024-01-02,Zomato,Food,769,Debit
2023-09-04,Ola,Transport,1026,Debit
2024-05-28,Swiggy,Food,1416,Debit
2024-11-30,Uber,Transport,1397,Debit
2023-12-17,Flipkart,Shopping,1850,Debit
2024-07-16,Uber,Transport,480,Debit
2024-03-10,Starbucks,Food,1394,Debit
2024-01-17,Ola,Transport,426,Debit
2024-01-30,Swiggy,Food,2069,Debit
2024-08-23,Mobile Recharge,Utilities,925,Debit
2023-10-26,Flipkart,Shopping,773,Debit
2024-05-17,Zomato,Food,1466,Debit
2023-07-30,Electricity Bill,Utilities,2472,Debit
2024-05-25,Gym Membership,Fitness,1800,Debit
2023-09-21,Swiggy,Food,1736,Debit
2024-12-20,Zomato,Food,1811,Debit
2023-01-01,Apple Music,Music,199,Debit
2023-06-05,Zomato,Food,701,Debit
2024-12-15,Uber,Transport,674,Debit
2023-08-04,Ola,Transport,1620,Debit
2023-10-02,Starbucks,Food,865,Debit
2024-11-29,Ola,Transport,1415,Debit
2023-06-15,Starbucks,Food,1048,Debit
2024-10-11,Starbucks,Food,1594,Debit
2023-01-04,Starbucks,Food,1367,Debit
2023-06-19,Ola,Transport,521,Debit
2023-04-18,Starbucks,Food,1391,Debit
2024-12-17,Amazon,Shopping,1337,Debit
2024-07-19,Zomato,Food,612,Debit
2023-05-19,Amazon,Shopping,984,Debit
2024-07-26,Amazon,Shopping,1044,Debit
2023-05-15,Amazon,Shopping,1972,Debit
2023-09-28,Starbucks,Food,1154,Debit
2023-09-28,Internet Bill,Utilities,1208,Debit
2023-01-02,Swiggy,Food,2168,Debit
2024-01-06,Zomato,Food,647,Debit
2024-03-31,Uber,Transport,1010,Debit
2024-06-03,Uber,Transport,712,Debit
2024-10-01,Swiggy,Food,430,Debit
2024-08-10,Ola,Transport,1073,Debit
2023-06-30,Uber,Transport,328,Debit
2023-09-28,Credit Card EMI,EMI,5200,Debit
2023-07-15,Ola,Transport,1298,Debit
2024-01-11,Starbucks,Food,2162,Debit
