Date,Transaction Description,Category,Amount,Type
2024-12-18,Zomato,Food,772,Debit
2023-03-02,Gym Membership,Fitness,1800,Debit
2023-12-09,Zomato,Food,1182,Debit
2023-08-22,Flipkart,Shopping,1030,Debit
2024-06-22,Swiggy,Food,2186,Debit
2023-01-22,Flipkart,Shopping,2491,Debit
2023-09-14,Zomato,Food,915,Debit
2024-06-24,Personal Loan EMI,Loan,8500,Debit
2023-12-01,Blinkit,Groceries,2435,Debit
2024-01-27,Ola,Transport,2357,Debit
2023-12-22,Starbucks,Food,1456,Debit
2024-01-20,Uber,Transport,1528,Debit
2023-04-13,Flipkart,Shopping,314,Debit
2023-02-09,Amazon,Shopping,1344,Debit
2023-07-24,Flipkart,Shopping,332,Debit
2024-04-27,Flipkart,Shopping,716,Debit
2023-01-09,Flipkart,Shopping,1109,Debit
2024-09-27,Amazon,Shopping,921,Debit
2024-09-19,Amazon,Shopping,932,Debit
2023-12-12,Flipkart,Shopping,1635,Debit
2024-06-30,Uber,Transport,1797,Debit
2024-01-25,Uber,Transport,363,Debit
2024-07-22,Flipkart,Shopping,927,Debit
2024-02-10,Swiggy,Food,2139,Debit
2024-06-03,Ola,Transport,417,Debit
2024-06-25,Flipkart,Shopping,2484,Debit
2024-06-05,Zomato,Food,959,Debit
2024-07-24,Personal Loan EMI,Loan,8500,Debit
2023-06-03,Zomato,Food,2414,Debit
2024-01-22,Amazon,Shopping,391,Debit
2023-06-13,Amazon,Shopping,2139,Debit
2024-02-28,Blinkit,Groceries,1031,Debit
2024-02-15,Uber,Transport,1239,Debit
2023-07-31,Starbucks,Food,1868,Debit
2024-12-18,Starbucks,Food,2102,Debit
2023-01-01,Salary,Income,30000,Credit
2024-03-26,Mobile Recharge,Utilities,794,Debit
2023-03-10,Amazon,Shopping,730,Debit
2023-07-21,Starbucks,Food,2460,Debit
2023-08-29,Personal Loan EMI,Loan,8500,Debit
2024-08-16,Uber,Transport,737,Debit
2023-03-10,Flipkart,Shopping,1845,Debit
2023-11-23,Swiggy,Food,453,Debit
2023-08-29,Mobile Recharge,Utilities,813,Debit
2023-09-19,Ola,Transport,339,Debit
2023-06-15,Ola,Transport,497,Debit
2023-12-20,Uber,Transport,382,Debit
2023-05-28,Swiggy,Food,602,Debit
2023-08-07,Starbucks,Food,1657,Debit
2023-05-31,Uber,Transport,1187,Debit
2024-03-17,Ola,Transport,2448,Debit
2024-11-26,Blinkit,Groceries,340,Debit
2023-05-13,Zomato,Food,2077,Debit
2023-12-27,Spotify,Music,199,Debit
2024-08-01,Uber,Transport,1170,Debit
2023-05-10,Ola,Transport,1546,Debit
2023-09-09,Uber,Transport,1884,Debit
2024-07-24,Electricity Bill,Utilities,2760,Debit
2023-07-02,Starbucks,Food,1058,Debit
2024-11-27,Flipkart,Shopping,2004,Debit
2023-05-08,Uber,Transport,1706,Debit
2023-05-04,Ola,Transport,2396,Debit
2024-01-15,Zomato,Food,1783,Debit
2024-07-24,Gym Membership,Fitness,1800,Debit
2023-10-21,Blinkit,Groceries,1927,Debit
2023-06-19,Blinkit,Groceries,1970,Debit
2024-07-24,Hotstar,Entertainment,399,Debit
2024-11-21,Spotify,Music,199,Debit
2023-06-22,Amazon,Shopping,1766,Debit
2023-09-08,Flipkart,Shopping,1520,Debit
2024-08-27,Starbucks,Food,2258,Debit
2023-05-22,Swiggy,Food,2111,Debit
2023-10-09,Zomato,Food,2149,Debit
2024-02-26,Starbucks,Food,1166,Debit
2023-12-27,Gym Membership,Fitness,1800,Debit
2024-01-04,Uber,Transport,576,Debit
2024-12-21,Internet Bill,Utilities,1225,Debit
2023-04-06,Amazon,Shopping,382,Debit
2024-10-10,Starbucks,Food,1717,Debit
2023-05-01,Credit Card EMI,Loan,4200,Debit
2023-06-16,Swiggy,Food,2065,Debit
2024-12-10,Zomato,Food,1811,Debit
2023-08-31,Ola,Transport,392,Debit
2023-10-09,Flipkart,Shopping,2106,Debit
2023-02-08,Flipkart,Shopping,2330,Debit
2024-02-09,Flipkart,Shopping,2109,Debit
2024-09-23,Starbucks,Food,992,Debit
2024-11-10,Blinkit,Groceries,1259,Debit
2023-02-11,Uber,Transport,620,Debit
2023-03-05,Starbucks,Food,2250,Debit
2024-12-28,Uber,Transport,1573,Debit
2023-10-24,Ola,Transport,2269,Debit
2023-08-23,Ola,Transport,520,Debit
2023-03-02,Personal Loan EMI,Loan,8500,Debit
2023-08-04,Amazon,Shopping,602,Debit
2024-06-28,Swiggy,Food,393,Debit
2024-11-16,Amazon,Shopping,2398,Debit
2024-07-16,Uber,Transport,2003,Debit
2023-12-27,Hotstar,Entertainment,399,Debit
2024-10-22,Electricity Bill,Utilities,1887,Debit
2024-12-27,Uber,Transport,1840,Debit
2024-03-10,Amazon,Shopping,508,Debit
2023-08-21,Starbucks,Food,2069,Debit
2024-04-13,Zomato,Food,443,Debit
2024-09-10,Starbucks,Food,1021,Debit
2023-09-30,Starbucks,Food,463,Debit
2024-05-11,Flipkart,Shopping,1322,Debit
2024-01-09,Blinkit,Groceries,722,Debit
2023-09-09,Blinkit,Groceries,1605,Debit
2024-03-02,Starbucks,Food,466,Debit
2023-02-05,Ola,Transport,2285,Debit
2024-04-03,Swiggy,Food,767,Debit
2023-07-03,Zomato,Food,793,Debit
2023-08-02,Ola,Transport,1282,Debit
2023-04-23,Starbucks,Food,2387,Debit
2024-10-18,Zomato,Food,657,Debit
2024-02-02,Blinkit,Groceries,2254,Debit
2024-06-11,Flipkart,Shopping,666,Debit
2023-09-11,Zomato,Food,879,Debit
2023-06-07,Uber,Transport,619,Debit
2024-01-20,Starbucks,Food,638,Debit
2023-08-07,Starbucks,Food,1903,Debit
2023-06-27,Ola,Transport,1087,Debit
2024-11-16,Flipkart,Shopping,1912,Debit
2023-10-25,Starbucks,Food,1596,Debit
2023-06-02,Uber,Transport,885,Debit
2024-07-29,Zomato,Food,1517,Debit
2023-01-03,Amazon,Shopping,780,Debit
2024-02-20,Amazon,Shopping,1336,Debit
2024-02-15,Blinkit,Groceries,669,Debit
2024-06-21,Ola,Transport,1356,Debit
2024-01-07,Starbucks,Food,1616,Debit
2024-11-21,Hotstar,Entertainment,399,Debit
2024-09-22,Internet Bill,Utilities,1081,Debit
2023-03-03,Zomato,Food,1625,Debit
2024-06-13,Zomato,Food,715,Debit
2024-03-16,Amazon,Shopping,769,Debit
2024-10-16,Starbucks,Food,1729,Debit
2024-01-01,Ola,Transport,1823,Debit
2023-11-08,Amazon,Shopping,1416,Debit
2024-05-06,Starbucks,Food,878,Debit
2023-06-30,Zomato,Food,1952,Debit
2023-12-27,Starbucks,Food,1888,Debit
2024-09-30,Starbucks,Food,1727,Debit
2024-05-29,Blinkit,Groceries,1800,Debit
2023-09-23,Zomato,Food,1493,Debit
2024-02-19,Uber,Transport,2327,Debit
2024-12-13,Blinkit,Groceries,2434,Debit
2024-07-10,Flipkart,Shopping,1283,Debit
2023-05-01,YouTube Premium,Entertainment,189,Debit
2023-01-01,Electricity Bill,Utilities,3423,Debit
2024-02-25,Flipkart,Shopping,1611,Debit
2024-10-25,Zomato,Food,1547,Debit
2023-03-02,Amazon,Shopping,1085,Debit
2024-03-26,Apple Music,Music,149,Debit
2023-10-26,Flipkart,Shopping,796,Debit
2023-02-04,Blinkit,Groceries,603,Debit
2023-03-29,Flipkart,Shopping,1182,Debit
2024-10-12,Flipkart,Shopping,772,Debit
2023-12-06,Amazon,Shopping,2070,Debit
2024-07-24,Flipkart,Shopping,1421,Debit
2024-05-12,Ola,Transport,626,Debit
2023-02-15,Flipkart,Shopping,1712,Debit
2024-02-28,Amazon,Shopping,1164,Debit
2023-11-30,Amazon,Shopping,1904,Debit
2024-11-12,Swiggy,Food,1541,Debit
2024-05-07,Flipkart,Shopping,2451,Debit
2023-12-27,Buy Now Pay Later EMI,Loan,3100,Debit
2023-02-26,Amazon,Shopping,2134,Debit
2023-08-24,Starbucks,Food,2249,Debit
2024-08-23,Gym Membership,Fitness,1800,Debit
2023-03-02,Internet Bill,Utilities,1103,Debit
2023-01-30,Starbucks,Food,1408,Debit
2023-08-28,Starbucks,Food,2214,Debit
2023-05-08,Flipkart,Shopping,2197,Debit
2024-06-17,Starbucks,Food,1045,Debit
2023-03-22,Starbucks,Food,1381,Debit
2023-06-30,Credit Card EMI,Loan,4200,Debit
2024-02-04,Uber,Transport,1344,Debit
2024-07-31,Blinkit,Groceries,2146,Debit
2023-07-30,Flipkart,Shopping,2162,Debit
2024-12-21,Personal Loan EMI,Loan,8500,Debit
2023-06-11,Zomato,Food,1236,Debit
2024-03-23,Zomato,Food,2142,Debit
2024-10-03,Swiggy,Food,1165,Debit
2023-08-19,Zomato,Food,501,Debit
2024-09-30,Blinkit,Groceries,2349,Debit
2024-12-21,YouTube Premium,Entertainment,189,Debit
2023-03-03,Swiggy,Food,1192,Debit
2023-01-14,Ola,Transport,710,Debit
2023-07-30,Flipkart,Shopping,393,Debit
2024-04-29,Zomato,Food,1588,Debit
2024-04-14,Uber,Transport,1450,Debit
2024-04-15,Zomato,Food,1799,Debit
2024-12-20,Uber,Transport,1303,Debit
2024-12-30,Amazon,Shopping,2308,Debit
2024-06-06,Blinkit,Groceries,2443,Debit
2024-01-01,Blinkit,Groceries,1785,Debit
2024-03-04,Flipkart,Shopping,2336,Debit
2024-06-24,Credit Card EMI,Loan,4200,Debit
2023-02-05,Ola,Transport,711,Debit
2024-10-12,Uber,Transport,1091,Debit
2024-06-16,Flipkart,Shopping,1607,Debit
2024-04-25,Personal Loan EMI,Loan,8500,Debit
2023-06-25,Swiggy,Food,412,Debit
2023-11-28,Zomato,Food,1399,Debit
2024-04-25,Blinkit,Groceries,2223,Debit
2023-09-28,Mobile Recharge,Utilities,640,Debit
2024-06-27,Blinkit,Groceries,1082,Debit
2023-01-01,Netflix,Entertainment,549,Debit
2023-05-26,Amazon,Shopping,1792,Debit
2023-06-17,Ola,Transport,1421,Debit
2024-07-16,Starbucks,Food,2185,Debit
2023-10-22,Uber,Transport,1743,Debit
2023-07-29,Zomato,Food,1237,Debit
2024-01-26,Blinkit,Groceries,1221,Debit
2024-08-16,Blinkit,Groceries,913,Debit
2024-10-27,Swiggy,Food,387,Debit
2023-01-03,Zomato,Food,2353,Debit
2024-10-08,Starbucks,Food,1797,Debit
2024-01-27,Uber,Transport,875,Debit
2024-10-27,Flipkart,Shopping,1466,Debit
2023-10-17,Swiggy,Food,372,Debit
2023-03-15,Zomato,Food,1715,Debit
2024-01-26,Hotstar,Entertainment,399,Debit
2024-07-19,Swiggy,Food,554,Debit
2024-02-25,Spotify,Music,199,Debit
2024-02-03,Amazon,Shopping,1047,Debit
2023-10-15,Flipkart,Shopping,1505,Debit
2023-11-02,Uber,Transport,1450,Debit
2024-06-05,Swiggy,Food,905,Debit
2024-05-14,Flipkart,Shopping,2380,Debit
2023-02-08,Swiggy,Food,456,Debit
2023-10-25,Amazon,Shopping,1736,Debit
2023-05-31,Netflix,Entertainment,549,Debit
2024-07-14,Flipkart,Shopping,839,Debit
2024-03-18,Blinkit,Groceries,2175,Debit
2023-10-17,Uber,Transport,336,Debit
2024-05-12,Blinkit,Groceries,2345,Debit
2024-10-17,Amazon,Shopping,1057,Debit
2024-11-09,Amazon,Shopping,2288,Debit
2024-02-04,Flipkart,Shopping,1632,Debit
2024-08-13,Ola,Transport,2455,Debit
2023-08-10,Zomato,Food,1578,Debit
2024-02-25,Personal Loan EMI,Loan,8500,Debit
2023-04-20,Uber,Transport,544,Debit
2023-01-20,Amazon,Shopping,949,Debit
2023-01-14,Uber,Transport,1384,Debit
2023-01-06,Flipkart,Shopping,1195,Debit
2024-12-17,Uber,Transport,317,Debit
2023-12-10,Uber,Transport,531,Debit
2024-06-13,Ola,Transport,2276,Debit
2023-12-27,Personal Loan EMI,Loan,8500,Debit
2024-07-19,Zomato,Food,308,Debit
2024-03-29,Ola,Transport,2089,Debit
2023-03-04,Flipkart,Shopping,1193,Debit
2024-07-24,Netflix,Entertainment,549,Debit
2023-01-27,Blinkit,Groceries,1828,Debit
2023-04-01,Salary,Income,32000,Credit
2024-04-25,Buy Now Pay Later EMI,Loan,3100,Debit
2024-04-23,Ola,Transport,2212,Debit
2023-03-25,Flipkart,Shopping,1942,Debit
2024-02-28,Uber,Transport,2116,Debit
2024-01-02,Blinkit,Groceries,2329,Debit
2024-09-01,Starbucks,Food,1866,Debit
2023-03-06,Flipkart,Shopping,1023,Debit
2023-12-08,Ola,Transport,2336,Debit
2024-07-24,Starbucks,Food,1922,Debit
2023-09-28,Salary,Income,30000,Credit
2024-08-09,Ola,Transport,2065,Debit
2023-04-01,Google Drive,Cloud,260,Debit
2024-05-18,Ola,Transport,2229,Debit
2024-03-21,Starbucks,Food,2496,Debit
2023-08-28,Ola,Transport,895,Debit
2024-03-31,Blinkit,Groceries,1213,Debit
2023-03-31,Zomato,Food,2228,Debit
2024-11-16,Swiggy,Food,625,Debit
2023-06-12,Blinkit,Groceries,1020,Debit
2024-09-02,Ola,Transport,2087,Debit
2023-07-16,Swiggy,Food,770,Debit
2024-03-26,Spotify,Music,199,Debit
2024-04-17,Amazon,Shopping,1987,Debit
2023-06-30,Hotstar,Entertainment,399,Debit
2023-05-20,Blinkit,Groceries,856,Debit
2023-11-19,Ola,Transport,1295,Debit
2023-10-31,Starbucks,Food,1138,Debit
2024-09-01,Starbucks,Food,2004,Debit
2023-05-21,Uber,Transport,1971,Debit
2024-01-27,Zomato,Food,979,Debit
2024-03-07,Ola,Transport,764,Debit
2024-05-01,Flipkart,Shopping,1931,Debit
2024-07-25,Zomato,Food,1591,Debit
2024-08-20,Ola,Transport,1492,Debit
2023-07-08,Swiggy,Food,2283,Debit
2024-03-25,Zomato,Food,1977,Debit
2023-05-07,Ola,Transport,2385,Debit
2024-05-24,Ola,Transport,1737,Debit
2024-11-07,Starbucks,Food,888,Debit
2024-12-07,Flipkart,Shopping,344,Debit
2023-05-25,Starbucks,Food,1762,Debit
2024-07-31,Blinkit,Groceries,1715,Debit
2023-02-03,Uber,Transport,2063,Debit
2023-12-16,Ola,Transport,2053,Debit
2023-01-20,Blinkit,Groceries,535,Debit
2023-08-15,Ola,Transport,1511,Debit
2023-06-08,Zomato,Food,1533,Debit
2024-06-09,Flipkart,Shopping,1041,Debit
2024-08-27,Ola,Transport,2060,Debit
2023-01-31,YouTube Premium,Entertainment,189,Debit
2023-05-18,Zomato,Food,1657,Debit
2023-01-16,Uber,Transport,2262,Debit
2024-12-11,Zomato,Food,506,Debit
2024-10-21,Starbucks,Food,677,Debit
2024-07-24,Internet Bill,Utilities,1470,Debit
2023-03-17,Swiggy,Food,1185,Debit
2024-09-03,Zomato,Food,1542,Debit
2023-04-06,Flipkart,Shopping,546,Debit
2023-09-24,Ola,Transport,1752,Debit
2023-04-15,Blinkit,Groceries,595,Debit
2023-12-29,Amazon,Shopping,304,Debit
2023-12-17,Blinkit,Groceries,1192,Debit
2024-12-14,Uber,Transport,1811,Debit
2024-08-09,Swiggy,Food,2099,Debit
2023-04-02,Blinkit,Groceries,2118,Debit
2024-12-10,Zomato,Food,1057,Debit
2023-06-10,Zomato,Food,1634,Debit
2024-10-01,Flipkart,Shopping,1504,Debit
2023-04-20,Flipkart,Shopping,1360,Debit
2024-01-20,Blinkit,Groceries,1170,Debit
2023-08-20,Amazon,Shopping,2431,Debit
2024-07-25,Swiggy,Food,1893,Debit
2023-08-07,Ola,Transport,1385,Debit
2023-04-01,Gym Membership,Fitness,1800,Debit
2024-04-23,Swiggy,Food,2245,Debit
2023-01-31,Google Drive,Cloud,260,Debit
2023-04-03,Blinkit,Groceries,1528,Debit
2024-07-08,Amazon,Shopping,2012,Debit
2024-06-24,Salary,Income,30000,Credit
2023-03-10,Ola,Transport,1740,Debit
2024-06-24,Internet Bill,Utilities,1486,Debit
2024-10-03,Starbucks,Food,1917,Debit
2023-04-27,Zomato,Food,605,Debit
2023-01-10,Zomato,Food,2354,Debit
2024-11-07,Starbucks,Food,434,Debit
2024-10-20,Flipkart,Shopping,2110,Debit
2023-11-25,Amazon,Shopping,2296,Debit
2024-08-04,Starbucks,Food,1238,Debit
2023-07-21,Starbucks,Food,2421,Debit
2024-11-28,Starbucks,Food,1811,Debit
2024-08-16,Zomato,Food,893,Debit
2023-01-31,Starbucks,Food,2398,Debit
2024-06-25,Uber,Transport,772,Debit
2024-05-25,Apple Music,Music,149,Debit
2023-07-01,Blinkit,Groceries,729,Debit
2023-06-13,Starbucks,Food,1338,Debit
2024-06-01,Blinkit,Groceries,1898,Debit
2024-09-27,Zomato,Food,1219,Debit
2023-10-28,Electricity Bill,Utilities,2166,Debit
2023-03-10,Amazon,Shopping,703,Debit
2024-11-16,Uber,Transport,2199,Debit
2024-04-18,Ola,Transport,1029,Debit
2024-07-13,Starbucks,Food,1077,Debit
2023-04-04,Blinkit,Groceries,347,Debit
2024-03-16,Swiggy,Food,1105,Debit
2024-11-15,Flipkart,Shopping,661,Debit
2024-12-16,Uber,Transport,1014,Debit
2023-01-15,Uber,Transport,1773,Debit
2023-02-19,Zomato,Food,1445,Debit
2024-09-22,Blinkit,Groceries,2136,Debit
2023-01-06,Amazon,Shopping,733,Debit
2023-07-24,Starbucks,Food,377,Debit
2023-05-25,Zomato,Food,2263,Debit
2024-09-21,Flipkart,Shopping,446,Debit
2023-03-12,Starbucks,Food,828,Debit
2024-04-19,Zomato,Food,319,Debit
2023-10-04,Ola,Transport,2196,Debit
2024-07-13,Flipkart,Shopping,1658,Debit
2024-07-31,Starbucks,Food,2345,Debit
2023-05-19,Zomato,Food,582,Debit
2023-03-09,Starbucks,Food,2056,Debit
2024-12-02,Uber,Transport,2500,Debit
2023-10-18,Uber,Transport,786,Debit
2024-01-11,Amazon,Shopping,1957,Debit
2023-10-09,Uber,Transport,2290,Debit
2024-02-20,Flipkart,Shopping,1259,Debit
2024-04-02,Ola,Transport,1652,Debit
2024-04-09,Starbucks,Food,1036,Debit
2023-11-04,Blinkit,Groceries,2216,Debit
2024-06-17,Amazon,Shopping,1680,Debit
2024-01-22,Ola,Transport,578,Debit
2024-08-02,Ola,Transport,1587,Debit
2024-02-16,Zomato,Food,806,Debit
2023-02-28,Starbucks,Food,2175,Debit
2024-04-21,Uber,Transport,1884,Debit
2024-06-07,Amazon,Shopping,1653,Debit
2023-08-06,Swiggy,Food,2058,Debit
2023-05-06,Swiggy,Food,1455,Debit
2024-02-25,Hotstar,Entertainment,399,Debit
2024-06-08,Zomato,Food,414,Debit
2024-06-24,Amazon Prime,Shopping,299,Debit
2023-07-20,Starbucks,Food,1540,Debit
2024-05-10,Zomato,Food,1833,Debit
2024-10-22,Buy Now Pay Later EMI,Loan,3100,Debit
2024-07-31,Ola,Transport,476,Debit
2024-11-13,Swiggy,Food,1400,Debit
2023-11-27,Internet Bill,Utilities,1309,Debit
2023-08-14,Flipkart,Shopping,1590,Debit
2024-05-15,Swiggy,Food,1627,Debit
2024-05-28,Swiggy,Food,978,Debit
2024-09-14,Swiggy,Food,392,Debit
2024-07-09,Uber,Transport,1822,Debit
2024-03-20,Starbucks,Food,654,Debit
2024-08-09,Blinkit,Groceries,1140,Debit
2024-10-05,Blinkit,Groceries,2406,Debit
2024-01-23,Starbucks,Food,1408,Debit
2024-12-09,Blinkit,Groceries,569,Debit
2024-10-06,Zomato,Food,1634,Debit
2024-05-15,Uber,Transport,1693,Debit
2024-04-25,Electricity Bill,Utilities,3187,Debit
2023-04-01,Spotify,Music,199,Debit
2024-11-25,Flipkart,Shopping,727,Debit
2023-12-16,Swiggy,Food,2244,Debit
2024-04-25,Mobile Recharge,Utilities,767,Debit
2023-10-31,Swiggy,Food,1608,Debit
2023-09-27,Blinkit,Groceries,1421,Debit
2023-05-31,Mobile Recharge,Utilities,610,Debit
2023-12-04,Amazon,Shopping,756,Debit
2023-03-29,Ola,Transport,1313,Debit
2024-03-17,Uber,Transport,1031,Debit
2024-01-26,Salary,Income,32000,Credit
2024-03-26,Credit Card EMI,Loan,4200,Debit
2024-04-12,Starbucks,Food,1952,Debit
2024-05-28,Blinkit,Groceries,1770,Debit
2024-02-27,Flipkart,Shopping,1299,Debit
2023-12-07,Blinkit,Groceries,1000,Debit
2023-09-10,Ola,Transport,2180,Debit
2023-05-14,Flipkart,Shopping,1300,Debit
2024-07-24,Credit Card EMI,Loan,4200,Debit
2023-10-28,Apple Music,Music,149,Debit
2024-01-03,Starbucks,Food,977,Debit
2023-05-03,Zomato,Food,1291,Debit
2024-05-16,Zomato,Food,1418,Debit
2023-11-12,Flipkart,Shopping,1075,Debit
2023-09-18,Amazon,Shopping,464,Debit
2024-01-20,Uber,Transport,2143,Debit
2023-03-14,Starbucks,Food,2444,Debit
2023-05-01,Electricity Bill,Utilities,2594,Debit
2024-05-01,Ola,Transport,2313,Debit
2023-06-09,Blinkit,Groceries,1213,Debit
2023-01-21,Amazon,Shopping,1795,Debit
2023-11-27,Hotstar,Entertainment,399,Debit
2024-10-21,Ola,Transport,795,Debit
2024-10-23,Swiggy,Food,711,Debit
2023-05-01,Apple Music,Music,149,Debit
2024-10-24,Starbucks,Food,1698,Debit
2024-07-30,Amazon,Shopping,1354,Debit
2023-02-11,Swiggy,Food,411,Debit
2024-04-11,Zomato,Food,732,Debit
2024-02-22,Zomato,Food,2055,Debit
2023-06-30,Apple Music,Music,149,Debit
2024-08-23,Credit Card EMI,Loan,4200,Debit
2023-07-29,Starbucks,Food,1143,Debit
2023-07-08,Swiggy,Food,1366,Debit
2023-05-30,Amazon,Shopping,2263,Debit
2023-05-31,Salary,Income,28000,Credit
2023-01-18,Blinkit,Groceries,595,Debit
2024-04-22,Flipkart,Shopping,2433,Debit
2023-07-30,Gym Membership,Fitness,1800,Debit
2023-04-01,Blinkit,Groceries,1689,Debit
2023-05-01,Spotify,Music,199,Debit
2023-08-13,Uber,Transport,1451,Debit
2023-03-25,Flipkart,Shopping,1911,Debit
2024-03-18,Uber,Transport,1422,Debit
2024-04-25,Amazon Prime,Shopping,299,Debit
2024-12-18,Amazon,Shopping,1745,Debit
2024-01-10,Blinkit,Groceries,634,Debit
2024-07-01,Starbucks,Food,1024,Debit
2023-12-23,Uber,Transport,2172,Debit
2023-11-11,Swiggy,Food,1110,Debit
2024-05-31,Uber,Transport,913,Debit
2024-05-17,Flipkart,Shopping,2211,Debit
2024-03-30,Blinkit,Groceries,1711,Debit
2023-03-20,Amazon,Shopping,531,Debit
2024-01-17,Starbucks,Food,1545,Debit
2024-03-14,Starbucks,Food,1636,Debit
2023-11-08,Starbucks,Food,1336,Debit
2023-02-06,Amazon,Shopping,987,Debit
2024-04-30,Flipkart,Shopping,2369,Debit
2024-10-20,Flipkart,Shopping,2395,Debit
2024-05-25,Starbucks,Food,2220,Debit
2023-07-29,Blinkit,Groceries,891,Debit
2024-10-22,YouTube Premium,Entertainment,189,Debit
2023-11-27,YouTube Premium,Entertainment,189,Debit
2023-10-31,Ola,Transport,1658,Debit
2023-06-30,Amazon,Shopping,2479,Debit
2023-07-30,Credit Card EMI,Loan,4200,Debit
2023-01-01,Starbucks,Food,809,Debit
2024-09-09,Flipkart,Shopping,1998,Debit
2024-08-03,Ola,Transport,1416,Debit
2023-12-04,Flipkart,Shopping,2346,Debit
2024-05-10,Starbucks,Food,1758,Debit
2024-02-10,Flipkart,Shopping,1840,Debit
2024-06-28,Swiggy,Food,1604,Debit
2024-03-26,Ola,Transport,424,Debit
2023-02-02,Uber,Transport,684,Debit
2023-09-05,Blinkit,Groceries,615,Debit
2023-04-29,Starbucks,Food,492,Debit
2024-01-26,Spotify,Music,199,Debit
2024-11-21,Buy Now Pay Later EMI,Loan,3100,Debit
2024-09-20,Starbucks,Food,2307,Debit
2023-10-04,Zomato,Food,502,Debit
2023-11-27,Mobile Recharge,Utilities,643,Debit
2024-02-18,Amazon,Shopping,1081,Debit
2024-03-03,Uber,Transport,1087,Debit
2024-01-08,Amazon,Shopping,1004,Debit
2023-05-23,Blinkit,Groceries,1980,Debit
2024-12-03,Swiggy,Food,1913,Debit
2024-11-21,Personal Loan EMI,Loan,8500,Debit
2024-08-07,Amazon,Shopping,559,Debit
2024-02-01,Amazon,Shopping,1471,Debit
2024-01-03,Ola,Transport,2479,Debit
2023-02-28,Uber,Transport,301,Debit
2023-01-26,Zomato,Food,900,Debit
2023-01-31,Spotify,Music,199,Debit
2023-06-26,Zomato,Food,2186,Debit
2023-09-28,Internet Bill,Utilities,1459,Debit
2024-04-04,Blinkit,Groceries,812,Debit
2023-05-04,Flipkart,Shopping,2258,Debit
2024-04-06,Zomato,Food,1586,Debit
2024-05-25,Gym Membership,Fitness,1800,Debit
2023-08-29,Credit Card EMI,Loan,4200,Debit
2024-11-07,Uber,Transport,883,Debit
2023-11-12,Flipkart,Shopping,810,Debit
2023-12-07,Swiggy,Food,2405,Debit
2023-12-27,Google Drive,Cloud,260,Debit
2023-07-26,Ola,Transport,2068,Debit
2023-11-13,Uber,Transport,2279,Debit
2023-02-03,Swiggy,Food,2360,Debit
2024-10-13,Ola,Transport,1533,Debit
2023-09-12,Ola,Transport,826,Debit
2023-08-26,Swiggy,Food,2307,Debit
2024-08-08,Zomato,Food,1148,Debit
2024-03-06,Ola,Transport,780,Debit
2023-07-25,Blinkit,Groceries,1185,Debit
2024-07-07,Amazon,Shopping,1260,Debit
2023-11-09,Uber,Transport,2134,Debit
2023-02-19,Zomato,Food,1473,Debit
2024-05-26,Flipkart,Shopping,1229,Debit
2024-07-22,Swiggy,Food,462,Debit
2023-02-10,Flipkart,Shopping,1894,Debit
2023-11-24,Ola,Transport,1224,Debit
2024-06-21,Ola,Transport,2433,Debit
2023-09-05,Uber,Transport,658,Debit
2024-11-10,Starbucks,Food,695,Debit
2023-10-04,Ola,Transport,1493,Debit
2023-05-01,Salary,Income,28000,Credit
2023-08-19,Blinkit,Groceries,1271,Debit
2023-05-09,Blinkit,Groceries,1439,Debit
2024-10-29,Ola,Transport,1543,Debit
2024-01-22,Swiggy,Food,1782,Debit
2024-03-05,Amazon,Shopping,944,Debit
2024-06-03,Uber,Transport,1734,Debit
2023-01-09,Ola,Transport,1003,Debit
2023-07-19,Swiggy,Food,827,Debit
2024-11-29,Swiggy,Food,735,Debit
2024-11-01,Ola,Transport,585,Debit
2024-08-22,Blinkit,Groceries,2056,Debit
2024-04-25,Credit Card EMI,Loan,4200,Debit
2024-05-18,Amazon,Shopping,1832,Debit
2024-09-22,Electricity Bill,Utilities,2624,Debit
2023-10-05,Zomato,Food,954,Debit
2023-12-27,Amazon,Shopping,510,Debit
2023-11-27,Gym Membership,Fitness,1800,Debit
2024-03-12,Flipkart,Shopping,566,Debit
2024-01-07,Swiggy,Food,690,Debit
2023-02-23,Zomato,Food,1568,Debit
2024-07-18,Starbucks,Food,1249,Debit
2023-01-31,Credit Card EMI,Loan,4200,Debit
2024-10-03,Swiggy,Food,2252,Debit
2023-02-01,Starbucks,Food,523,Debit
2023-01-31,Netflix,Entertainment,549,Debit
2023-02-02,Starbucks,Food,317,Debit
2023-02-09,Swiggy,Food,1591,Debit
2024-08-10,Ola,Transport,417,Debit
2023-05-26,Swiggy,Food,1591,Debit
2023-04-24,Ola,Transport,1452,Debit
2023-11-25,Swiggy,Food,1922,Debit
2024-11-21,Salary,Income,32000,Credit
2024-06-12,Uber,Transport,333,Debit
2023-11-23,Starbucks,Food,423,Debit
2023-05-18,Zomato,Food,641,Debit
2023-07-05,Swiggy,Food,575,Debit
2023-07-03,Flipkart,Shopping,2146,Debit
2024-02-11,Blinkit,Groceries,1396,Debit
2023-02-07,Ola,Transport,2024,Debit
2023-06-15,Starbucks,Food,1004,Debit
2023-01-05,Starbucks,Food,2118,Debit
2024-05-13,Uber,Transport,1088,Debit
2024-06-03,Zomato,Food,1626,Debit
